,rating,title,timestamp,preprocessed_review,sentiment,label
612219,5,We have received your order. It is of good quality.Let's take a look at it,2020-09-12 02:24:03.509,receive order good qualitylet look useful comb scalp nutrient solution time evenly apply scalp convenient apply bit bit distribute sew current red blue light massage function effective feltit comfortable usevalue money,1.0,1
668388,1,Only 1 20oz,2021-06-24 18:04:22.028,  oz order product think   oz bottle come   oz,-1.0,0
62395,5,Five Stars,2015-06-15 10:23:46.000,star item arrive state describe,1.0,1
307488,4,Overall I'm happy with this purchase,2019-12-02 06:58:50.729,overall m happy purchase bottle little small expect happy purchase not care yellow bottle remind dish take shower,0.5,1
148075,5,Perfect wrap,2017-01-23 20:41:14.000,perfect wrap love wrap use different style want wrap go buy color love stretch fit style thank beautiful wrap,1.0,1
441088,1,It had been returned before it was sent to me ...,2018-01-22 23:45:32.944,return send   return send battery miss work,-1.0,0
672192,3,Three Stars,2017-04-26 00:16:39.000,star good,0.0,0
682512,5,Fast shipping,2019-03-23 06:48:07.972,fast shipping like quality business,1.0,1
279378,4,Great item and worth every penny!,2020-04-19 10:08:13.682,great item worth penny ve grow beard want try heated straightener m glad pick great heat fast high temperature easy use great result will not disappoint purchase,0.5,1
356618,1,Horrible,2022-06-06 05:23:45.168,horrible quick get deliver quick go recommend   hair tangle length order headband small,-1.0,0
484900,3,Eh,2020-05-31 18:36:19.857,eh feel little bit like straw,0.0,0
317636,5,"If you travel, get these!",2022-05-10 22:19:58.856,travel handy dandy packing bottle plus weird look tear shape thing toothbrush headsbr take large bottle trip container come leave hotelbr super easy fill leak time label havebr,1.0,1
45051,5,Five Stars,2015-08-21 20:53:04.000,star big,1.0,1
580497,5,Five Stars,2017-02-17 02:19:37.000,star love brush finally find one work,1.0,1
515685,5,Nice material and stays on.,2021-11-18 01:15:31.667,nice material stay love need new replacement hair wrap finally buy well previous nice look feel great nice quality material cheap,1.0,1
91688,5,Soft not crunchy curls,2016-09-10 22:34:45.000,soft crunchy curl use day   make soft curl   crunchy fix curl   container month stick work   oh thing local store stop carry product   thank amazon,1.0,1
272386,4,Easy to use,2020-08-26 15:10:18.366,easy use easy use manipulate try glue lash complaint wish bit thick noticeable overall good quality,0.5,1
638537,1,It needs better flavor and just flavor in general.,2019-09-28 22:33:49.290,need well flavor flavor general need work flavor awful awful,-1.0,0
434209,5,Works great,2018-05-19 11:05:46.463,work great meet expectation great tool,1.0,1
363071,5,Gloss Returns!!,2018-05-28 01:53:15.437,gloss return good shampoo conditioner leave hair shiny feel strong,1.0,1
614013,2,Two Stars,2018-05-11 01:45:27.359,star not work impressed wateryjust skin,-0.5,0
553176,3,Expiration date is next month,2021-09-05 16:54:33.860,expiration date month wonder cheap check code cover say means produce september   month,0.0,0
473166,1,"Fraudulent advertising- you only get one item, not four",2020-06-21 21:37:20.270,fraudulent advertising item description imply receive   headband price   reality head band   cost unreasonably high headband,-1.0,0
25191,4,Cream is effective,2019-12-18 14:19:18.766,cream effective nice cream lemon awkward open small product price,0.5,1
93530,5,Five Stars,2016-10-17 01:16:48.000,star unique color lovely   thank,1.0,1
292065,2,A standard eye shadow pallet will NOT FIT in this ...,2017-03-03 21:05:20.000,standard eye shadow pallet fit   standard eye shadow pallet fit organizer base photo assume maybe fault look dimension photo mislead,-0.5,0
103028,5,Five Stars,2016-06-20 01:29:33.000,star love smell amazing,1.0,1
576710,5,Fantastic,2022-03-25 20:11:59.155,fantastic love product wish hadthe body talc body wash,1.0,1
155275,5,Love it,2017-08-27 02:09:41.994,love love,1.0,1
170754,5,Easy,2021-05-29 10:05:57.045,easy easy beginner,1.0,1
623316,1,Cheap,2021-12-03 19:22:13.914,cheap hair straight like   barbie hair,-1.0,0
380668,3,Frames are very sturdy and fit really well,2015-05-21 23:30:32.000,frame sturdy fit frame sturdy fit bifocal little hard    star come reader progressive lense,0.0,0
13676,5,Five Stars,2017-05-23 04:00:56.000,star love,1.0,1
248858,4,Ad said also said it was use as an curler iron. I think it’s more for straightens your hair.,2021-01-07 22:08:55.964,ad say say use curler iron think straighten hair think d comfortable sort protection tip hold turn curl,0.5,1
140850,5,GREAT QUALITY,2020-11-23 23:26:42.828,great quality brand s   good brand high standard,1.0,1
420412,5,Very nice,2018-05-31 22:06:00.140,nice pleased eyeshadow comb makeup aisle different store look set eyeshadow combination,1.0,1
164193,5,Glitter headbands,2018-11-05 17:45:08.947,glitter headband love headband perfect vegas trip weekend love adjust size,1.0,1
130664,5,Great skincare product,2022-05-24 02:20:56.542,great skincare product great skincare laser reasonable price people expensive long work match price tag give mom mother day present skin perfectly renew young glad choose right,1.0,1
556459,3,Not my favorite smell,2020-09-01 04:09:28.571,favorite smell bot like smell,0.0,0
523317,5,Thank You,2019-10-14 19:24:35.102,thank like raw well preference effect seller rating,1.0,1
377207,2,Intense/gross flavor,2019-11-04 15:51:14.949,intensegross flavor d like toothpaste not come plastic tube not handle flavor ve try maybe intense hard mouth,-0.5,0
134271,4,"The bomb, with work",2019-08-06 20:12:41.594,bomb work love wig cut pluck curl perfect definitely purchase wig shed lot tangle lot layer cut   not expect wear straight box hairline need work,0.5,1
376906,4,Its ok,2019-03-13 15:34:38.665,ok good easy use similar,0.5,1
362766,1,Do NOT Bother!!,2020-06-03 22:14:47.938,bother star negative option look like garter belt open cap elastic long like put piece saran wrap head ridiculous,-1.0,0
652598,5,I absolutely love this cream,2016-05-05 22:16:59.000,absolutely love cream absolutely love cream week difference scar habit pick face leave nasty scar cream change life work actually enjoy smell,1.0,1
142455,4,"Great product, recommended for all adult pets.",2020-09-03 03:24:07.985,great product recommend adult pet love help defur russian blue cat massive hair leave tub like brush short hair sure long haired small animal like kitten large brush solid plastic,0.5,1
359643,5,It helps you fall asleep,2019-06-07 03:28:22.017,help fall asleep definitely help fall asleep stay asleep worth have difficulty,1.0,1
602103,4,Great deal,2019-07-10 18:53:11.523,great deal somewhat easy use painless great deal,0.5,1
175309,5,Good,2020-09-25 14:59:57.301,good cheap fast shipping   good quality,1.0,1
109970,5,blends beautifully. I have very oily skin so I really ...,2016-01-03 07:46:16.000,blend beautifully oily skin   purchase see review give wayne go youtube contour kit   dry light apply brush pat blend beautifully   oily skin not want creamy oily   good coverage small   m primarily brownish sun damage cheek age spot side face   palette perfect match complexion   m experiment far m happy m see   hold slick skin finish powder   recommend oily skin like especially   dry dry flaky skin moisturize heavily,1.0,1
125075,5,perfect for on the go,2022-08-09 18:36:43.505,perfect work like soap perfect throw bag purse,1.0,1
59110,1,Worthless,2020-02-09 15:51:48.979,worthless mirror come quickly coat worthless,-1.0,0
565779,5,Amazing lashes,2021-10-06 19:18:20.631,amazing lash love comfortable wear   affordable,1.0,1
404578,5,Must have in my makeup bag,2021-03-06 01:37:54.107,makeup bag easy use look natural eyebrow thin light stay day remove,1.0,1
206059,5,Great price! Excellent product!,2021-02-25 19:38:26.208,great price excellent product want wave iron sale immediately purchase low heat bc long highlight hair surprisingly easy use handle great wave last day seldom use heat hair definitely use iron great price excellent product,1.0,1
605931,5,Very cute,2018-07-08 13:21:22.545,cute beautifully package super cute   go excellent thank gift daughter unicorn birthday party   thing well make package available different quantity   love pack   daughter forgo keep friend,1.0,1
174585,5,Five Stars,2018-07-27 00:19:22.014,star good,1.0,1
218048,5,Five Stars,2016-12-24 00:32:59.000,star nice scent   yes buy run,1.0,1
323062,5,So nice!!! Very good quality.,2022-12-10 20:34:54.057,nice good quality easy use beautiful good quality not wear wig lot m expert nice ve,1.0,1
506603,5,Christmas gift for my wife,2013-03-02 14:41:57.000,christmas gift wife think   sister quality good tell   satisfied   order ship time arrive excellent condition,1.0,1
39126,5,yum yum,2019-11-02 20:59:28.393,yum yum smell soooo good glad product,1.0,1
617673,5,Five Stars,2015-05-14 17:09:17.000,star love brush use everyday feel soft,1.0,1
56010,1,All the videos on facebook are fake. Who would have thought?,2021-06-10 06:37:57.817,video facebook fake think know well   order receive expire bother cellophane try look productbr br reach amazon amazon get replacement think actually come fast original orderbr br eagerly try   mean video show thing spread green stuff person face real rightbr br wrong face blackhead get product smear face   gently wipe cloth turn reveal result show hundred black head miraculously wipe offbr br instruction english wing   spread face expectantly know face look amazing soon wipe   smell nice   let dry clay mask wet cloth remove itbr br believe single black head appear cloth   onebr br good couple day black head smugly laugh cozy nest pore friend relation show party face   break like yearsbr br like good old day locker worry shove popular kid,-1.0,0
365768,5,Great makeup remover towel,2019-11-25 07:41:38.210,great makeup remover towel great makeup remover towel good packaging   package,1.0,1
32767,1,Worst product I ever bought,2019-02-01 00:36:33.530,bad product buy dust collector today bad set acrylic nail motor stop suction useless mean dust shirt arm hand customer send refund,-1.0,0
527239,5,Best dye ever,2023-02-26 15:06:55.521,good dye dye brightest vibrant color last long dye ve try,1.0,1
611418,3,Very cheap,2021-01-08 06:52:19.030,cheap flimsy difficult wash,0.0,0
259259,5,Moisturizing,2018-02-21 14:26:04.831,moisturize ve week eye love consistency product go nicely light moisturizing not use eye eyelid great,1.0,1
557252,5,Excellent product,2021-07-18 06:56:04.814,excellent product good go doctor get remove stain work excellent product,1.0,1
601303,1,Only lasted 2.5 months and NO HELP FROM MANUFACTURER,2020-12-28 18:28:49.525,last   month help manufacturer break return window end email manufacturer response love manufacturer respond remedy ve last long,-1.0,0
271274,5,Worth it.  Will buy again!,2020-11-22 12:45:23.145,worth   buy buy,1.0,1
641271,5,Muy bueno,2019-10-22 10:36:12.446,muy bueno un perfecto regalo,1.0,1
307028,3,Basic!,2020-05-13 16:32:23.797,basic ok look cheap,0.0,0
698880,5,Not your average exfoliating mitt!,2022-08-04 13:36:03.540,average exfoliate mitt videoidceeaeccddc good exfoliating mitt ve far gritty irritate skin like normal exfoliate glove take old spray tan ease prep skin beautiful long last spray tan love love love write review know product good,1.0,1
2591,5,Kissable Lips!,2020-06-29 20:26:36.954,kissable lip musthave especially winter wind hit lip dry chap get dry flaky dead skin lip leave super soft supple mention product smell taste great,1.0,1
138761,5,Love,2016-02-03 21:14:07.000,love love hair overnight conditioner wash hair day help dry scalp,1.0,1
220420,1,Bad lipstick,2021-02-03 04:10:42.452,bad lipstick   stick spotty apply end see un lip stick lip cool   throw right garbage sorry,-1.0,0
244738,5,The order was shipped very fast. I Just get ...,2015-11-25 20:30:40.000,order ship fast   order ship fast try hour ago   oily skin soft,1.0,1
401877,5,Style 1,2021-06-23 16:21:44.260,style   lash amazing super lightweight look exactly like picture,1.0,1
134573,3,Not anti-static at all.,2020-05-17 21:25:30.755,antistatic say antistatic nope not,0.0,0
632244,3,Runs Small,2020-09-24 03:28:08.986,run small run small perfect yr old perfect form,0.0,0
